CustomerAlternateKey	FirstPurchase	First	Middle	Last	Email	Phone	Line1	Line2	City	StateProvince	Country	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age
AW00011123	2007-10-19	Philip	A	Alvarez	philip4@adventure-works.com	1 (11) 500 555-0191	2775 Mt. Olivet Pl.		Sunbury	VIC	AU	M	M	70000	5	4	Partial College	Skilled Manual	1	3	10+ Miles	Pacific	58
AW00011124	2005-11-05	Ross	F	Jordan	ross1@adventure-works.com	1 (11) 500 555-0126	6973 Dublin Court		Warrnambool	VIC	AU	S	M	80000	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	61
AW00011125	2007-08-04	Dana	J	Navarro	dana2@adventure-works.com	1 (11) 500 555-0172	8481 Zartop Street		Seaford	VIC	AU	S	F	70000	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	62
AW00011126	2005-11-28	Shaun		Carson	shaun16@adventure-works.com	1 (11) 500 555-0155	57 Wolf Way		North Ryde	NSW	AU	M	M	10000	2	1	High School	Skilled Manual	0	2	0-1 Miles	Pacific	69
AW00011127	2007-10-12	Jan		Edwards	jan11@adventure-works.com	111-555-0118	9409 The Alameda		San Gabriel	CA	US	M	F	40000	0	0	High School	Skilled Manual	1	1	5-10 Miles	North America	43
AW00011128	2007-12-21	Samantha		Long	samantha35@adventure-works.com	175-555-0139	1606 Alderwood Lane		Renton	WA	US	M	F	40000	0	0	High School	Skilled Manual	1	1	5-10 Miles	North America	42
AW00011129	2006-02-06	Julia	M	Wright	julia17@adventure-works.com	456-555-0174	7397 Central Blvd.		Sedro Woolley	WA	US	S	F	40000	0	0	High School	Skilled Manual	1	1	5-10 Miles	North America	43
AW00011130	2008-06-11	Caroline	L	Russell	caroline21@adventure-works.com	424-555-0137	3884 Bates Court		Lebanon	OR	US	M	F	30000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	38
AW00011131	2008-04-20	Amanda		Rivera	amanda7@adventure-works.com	918-555-0126	9573 Royal Oak Rd.		Haney	BC	CA	M	F	30000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	38
AW00011132	2007-10-11	Melissa	E	Richardson	melissa31@adventure-works.com	928-555-0118	6832 Fruitwood Dr		Langford	BC	CA	S	F	30000	0	0	High School	Skilled Manual	0	2	5-10 Miles	North America	38
AW00011133	2008-07-02	Angela		Griffin	angela23@adventure-works.com	598-555-0174	3828 Baltic Sea Ct		Lake Oswego	OR	US	S	F	30000	0	0	Partial High School	Clerical	0	2	0-1 Miles	North America	38
AW00011134	2005-11-03	Larry	D	Townsend	larry14@adventure-works.com	1 (11) 500 555-0130	7034 Carson		Perth	SA	AU	S	M	10000	5	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	72
AW00011135	2007-10-20	Marcus	L	Harris	marcus14@adventure-works.com	442-555-0119	9068 Quiet Place Drive		Burlingame	CA	US	S	M	30000	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	39
AW00011136	2007-07-07	Brianna	D	Morgan	brianna30@adventure-works.com	954-555-0117	9005 Eagle Ct.		Metchosin	BC	CA	S	F	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	40
AW00011137	2008-02-01	Jasmine	A	Taylor	jasmine7@adventure-works.com	557-555-0146	2457 Matterhorn Court		Spokane	WA	US	M	F	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	40
AW00011138	2008-03-22	Lauren		Davis	lauren23@adventure-works.com	832-555-0121	8105 Pembrook Court		Glendale	CA	US	M	F	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	40
AW00011139	2008-03-17	Tanya		Moreno	tanya2@adventure-works.com	1 (11) 500 555-0185	6155 Wilbur Drive		Cloverdale	SA	AU	S	F	30000	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	80
AW00011140	2007-09-20	Javier	L	Alvarez	javier1@adventure-works.com	763-555-0134	8935 Etcheverry Dr.		Burbank	CA	US	S	M	30000	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	41
AW00011141	2007-11-17	Nicole		Ramirez	nicole42@adventure-works.com	152-555-0162	1101 C Street		Daly City	CA	US	M	F	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	41
AW00011142	2007-08-17	Eduardo		Patterson	eduardo55@adventure-works.com	190-555-0184	6255 Macalvey Dr.		Langford	BC	CA	S	M	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	41
AW00011143	2007-12-17	Jonathan	M	Henderson	jonathan4@adventure-works.com	149-555-0113	165 East Lane Road		Lakewood	CA	US	M	M	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	41
AW00011144	2007-07-29	Edward		Hernandez	edward48@adventure-works.com	178-555-0196	7607 Pine Hollow Road		Ballard	WA	US	S	M	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	39
AW00011145	2007-07-29	Jasmine	L	Coleman	jasmine46@adventure-works.com	857-555-0115	1961 Oak Grove Road		Beaverton	OR	US	S	F	40000	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	38
AW00011146	2007-08-09	Karla	L	Goel	karla20@adventure-works.com	1 (11) 500 555-0137	3272 Corrie Lane		Matraville	NSW	AU	S	F	40000	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	79
AW00011147	2005-11-13	Ernest	L	Wu	ernest6@adventure-works.com	1 (11) 500 555-0139	1832 RiverRock Dr		Warrnambool	VIC	AU	M	M	60000	2	0	Graduate Degree	Management	1	1	0-1 Miles	Pacific	79
AW00011148	2007-09-08	Ross		Vazquez	ross32@adventure-works.com	1 (11) 500 555-0163	1201 Paso Del Rio Way		East Brisbane	QLD	AU	M	M	40000	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	77
AW00011149	2007-12-06	Theodore		Gill	theodore14@adventure-works.com	1 (11) 500 555-0194	9120 Pinewood Court		Hervey Bay	QLD	AU	M	M	40000	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	77
AW00011150	2007-09-28	Russell	M	Shen	russell6@adventure-works.com	1 (11) 500 555-0191	4755 Easley Drive		Sunbury	VIC	AU	S	M	40000	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	77
AW00011151	2005-11-15	Melinda	G	Gill	melinda9@adventure-works.com	1 (11) 500 555-0117	805 Rainier Dr.		Sydney	NSW	AU	S	F	60000	2	0	Graduate Degree	Management	0	1	0-1 Miles	Pacific	76
AW00011152	2007-07-13	James	J	Williams	james77@adventure-works.com	355-555-0153	6827 Seagull Court		Puyallup	WA	US	S	M	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42
AW00011153	2007-09-30	Angela	R	James	angela34@adventure-works.com	847-555-0111	8877 Weatherly Drive		Renton	WA	US	M	F	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42
AW00011154	2007-07-14	Megan	G	Walker	megan25@adventure-works.com	918-555-0186	6898 Holiday Hills		Woodburn	OR	US	S	F	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	42
AW00011155	2007-07-10	Hunter	J	Robinson	hunter50@adventure-works.com	891-555-0125	8356 Mori Court		Burbank	CA	US	S	M	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	42
AW00011156	2007-07-12	Maria		Roberts	maria47@adventure-works.com	158-555-0199	9452 Mariposa Ct.		Lakewood	CA	US	S	F	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	42
AW00011157	2008-01-25	Hannah	E	Long	hannah32@adventure-works.com	974-555-0177	1832 Preston Ct.		Tacoma	WA	US	M	F	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43
AW00011158	2007-07-23	Jason	K	Wright	jason46@adventure-works.com	694-555-0176	6771 Bundros Court		San Gabriel	CA	US	S	M	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43
AW00011159	2008-03-11	Brianna	A	Hughes	brianna57@adventure-works.com	319-555-0183	6793 Bonifacio St.		Woodland Hills	CA	US	S	F	40000	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43
AW00011160	2007-08-25	Maurice	M	Tang	maurice4@adventure-works.com	947-555-0172	2886 Chaparral Court	Space # 45	Concord	CA	US	S	M	40000	0	0	Partial College	Skilled Manual	0	1	5-10 Miles	North America	44
AW00011161	2007-12-03	Emily		Wood	emily27@adventure-works.com	184-555-0114	1562 Black Walnut		Concord	CA	US	S	F	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	44
AW00011162	2007-08-22	Chase		Cox	chase10@adventure-works.com	764-555-0116	P.O. Box 8070		La Jolla	CA	US	S	M	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	44
AW00011163	2007-11-02	Gabriel		Wang	gabriel21@adventure-works.com	617-555-0150	8002 Crane Court		Spring Valley	CA	US	M	M	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	43
AW00011164	2007-10-29	Devin		Brooks	devin63@adventure-works.com	502-555-0138	4231 Highland Dr.		Torrance	CA	US	S	M	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	44
AW00011165	2007-11-26	Jocelyn		Alexander	jocelyn18@adventure-works.com	354-555-0134	3376 Bank Way		Oakland	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	45
AW00011166	2008-04-16	Ashley		Martinez	ashley18@adventure-works.com	131-555-0194	6993 Whyte Park Ave.		Olympia	WA	US	S	F	70000	0	0	Partial College	Skilled Manual	0	2	0-1 Miles	North America	46
AW00011167	2007-07-11	Jasmine	J	Barnes	jasmine43@adventure-works.com	178-555-0156	9183 Via Del Sol		Issaquah	WA	US	S	F	80000	0	0	Bachelors	Management	0	1	0-1 Miles	North America	46
AW00011168	2007-07-19	David		Rodriguez	david83@adventure-works.com	730-555-0128	38 Shangri-la Rd.		Oakland	CA	US	S	M	80000	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50
AW00011169	2007-11-27	Bryce		Richardson	bryce8@adventure-works.com	178-555-0176	1841 Blackwood Drive		Coronado	CA	US	M	M	90000	4	4	Bachelors	Management	1	1	0-1 Miles	North America	50
AW00011170	2008-02-27	Carol	T	Howard	carol5@adventure-works.com	845-555-0127	6281 Edward Ave		Burien	WA	US	M	F	90000	4	4	Bachelors	Management	1	1	0-1 Miles	North America	50
AW00011171	2006-02-20	Jonathan	E	Hill	jonathan43@adventure-works.com	134-555-0196	3731 Chinquapin Ct		Woodland Hills	CA	US	S	M	100000	1	0	Bachelors	Management	1	2	1-2 Miles	North America	51
AW00011172	2007-11-04	Gabrielle	J	Adams	gabrielle58@adventure-works.com	403-555-0152	5621 Arcadia Pl.		Lynnwood	WA	US	M	F	100000	1	0	Bachelors	Management	1	2	1-2 Miles	North America	50
AW00011173	2007-09-03	Sarah	F	Thomas	sarah13@adventure-works.com	868-555-0188	5636 Mt. Whitney Dr.		W. Linn	OR	US	S	F	110000	0	0	Graduate Degree	Management	0	4	0-1 Miles	North America	51
AW00011174	2008-01-14	Nicholas		Robinson	nicholas19@adventure-works.com	949-555-0138	1318 Lasalle Street		Los Angeles	CA	US	M	M	110000	0	1	Graduate Degree	Management	1	0	2-5 Miles	North America	51
AW00011175	2006-02-28	Luis		Wang	luis24@adventure-works.com	418-555-0127	6943 Patterson Blvd.		Beverly Hills	CA	US	S	M	70000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	55
AW00011176	2007-08-06	Mason	D	Roberts	mason25@adventure-works.com	539-555-0162	5753 Megan Dr.		Haney	BC	CA	M	M	90000	4	4	Bachelors	Management	1	1	1-2 Miles	North America	50
AW00011177	2007-09-30	Jose	M	Flores	jose6@adventure-works.com	157-555-0182	3991 Rambling Rose Drive		San Diego	CA	US	M	M	110000	2	4	Graduate Degree	Management	1	2	5-10 Miles	North America	76
AW00011178	2007-08-25	Nathan	J	Johnson	nathan55@adventure-works.com	117-555-0182	8927 Daylight Place		Lakewood	CA	US	M	M	100000	2	3	Graduate Degree	Management	1	3	1-2 Miles	North America	75
AW00011179	2007-09-13	Molly	E	Rodriguez	molly18@adventure-works.com	135-555-0185	5556 Riverland Dr.		Beverly Hills	CA	US	M	F	120000	2	4	Graduate Degree	Management	1	3	5-10 Miles	North America	75
AW00011180	2007-09-18	April		Anand	april18@adventure-works.com	702-555-0144	3531 Brookview Drive		Chula Vista	CA	US	M	F	160000	1	3	Bachelors	Management	1	4	0-1 Miles	North America	75
AW00011181	2007-11-08	Devin	P	Martin	devin13@adventure-works.com	735-555-0197	1085 Greenbelt Way	Unit B-105	Los Angeles	CA	US	M	M	170000	2	3	Graduate Degree	Management	1	2	0-1 Miles	North America	75
AW00011182	2008-02-29	Stephanie		Torres	stephanie19@adventure-works.com	567-555-0176	6968 Mildred Ln.		Sedro Woolley	WA	US	S	F	70000	4	0	Bachelors	Management	1	2	10+ Miles	North America	74
AW00011183	2007-11-01	Jasmine	W	Lee	jasmine19@adventure-works.com	147-555-0199	7502 Contuti Avenue		Santa Cruz	CA	US	S	F	70000	4	0	Bachelors	Management	1	2	10+ Miles	North America	74
AW00011184	2008-02-11	Meghan		Hernandez	meghan3@adventure-works.com	967-555-0188	5872 L St.		Concord	CA	US	S	F	70000	4	0	Bachelors	Management	1	2	10+ Miles	North America	73
AW00011185	2007-08-25	Ashley		Henderson	ashley31@adventure-works.com	173-555-0121	8834 San Jose Ave.		Metchosin	BC	CA	S	F	70000	4	0	Bachelors	Management	1	2	10+ Miles	North America	74
AW00011186	2008-04-20	Sarah	C	Price	sarah25@adventure-works.com	180-555-0133	4815 Paraiso Ct.		Palo Alto	CA	US	S	F	70000	4	0	Bachelors	Management	1	2	10+ Miles	North America	74
AW00011187	2007-10-05	Jennifer	S	Cooper	jennifer63@adventure-works.com	857-555-0111	2429 Longview Road		Burien	WA	US	M	F	60000	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	74
AW00011188	2008-05-04	Catherine		Morris	catherine16@adventure-works.com	795-555-0117	6542 Stonewood Drive		San Gabriel	CA	US	M	F	60000	4	0	Graduate Degree	Management	0	2	1-2 Miles	North America	74
AW00011189	2006-02-26	Lawrence	W	Blanco	lawrence14@adventure-works.com	656-555-0171	7502 Contuti Avenue		Bellingham	WA	US	S	M	60000	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	74
AW00011190	2008-02-29	Carson		Bryant	carson17@adventure-works.com	240-555-0142	2995 Youngsdale Dr.		Beverly Hills	CA	US	M	M	70000	5	0	Bachelors	Management	1	2	10+ Miles	North America	74
AW00011191	2006-02-11	Kristi	E	Perez	kristi39@adventure-works.com	123-555-0181	1769 Lislin Ct		Colma	CA	US	S	F	70000	5	0	Bachelors	Management	1	3	10+ Miles	North America	72
AW00011192	2007-12-25	James	C	Brown	james79@adventure-works.com	725-555-0117	673 Old Mountain View Dr.		Seattle	WA	US	M	M	60000	4	0	Bachelors	Management	1	2	2-5 Miles	North America	73
AW00011193	2007-08-29	Ian	A	Gray	ian72@adventure-works.com	596-555-0190	5941 Gill Dr.		Woodburn	OR	US	M	M	60000	4	0	Bachelors	Management	1	2	2-5 Miles	North America	73
AW00011194	2007-09-14	Jacqueline	R	Price	jacqueline0@adventure-works.com	266-555-0112	872 Mark Twain Dr		Palo Alto	CA	US	M	F	60000	4	0	Bachelors	Management	1	2	2-5 Miles	North America	73
AW00011195	2007-10-16	Megan		Henderson	megan55@adventure-works.com	560-555-0150	8411 Mt. Olivet Place		Renton	WA	US	M	F	60000	5	0	Bachelors	Management	1	3	10+ Miles	North America	72
AW00011196	2007-09-04	Alfredo		Romero	alfredo10@adventure-works.com	342-555-0110	2499 Greendell Pl		Beaverton	OR	US	M	M	60000	5	0	Bachelors	Management	1	3	10+ Miles	North America	72
AW00011197	2007-11-03	Andrea		Morris	andrea18@adventure-works.com	715-555-0178	1883 Green View Court		Seattle	WA	US	M	F	70000	3	1	Bachelors	Management	0	1	1-2 Miles	North America	72
AW00011198	2007-08-09	Brooke		Sanders	brooke3@adventure-works.com	215-555-0156	5192 Dumbarton Drive		Santa Cruz	CA	US	S	F	70000	4	1	Bachelors	Management	1	1	10+ Miles	North America	71
AW00011199	2007-09-19	Jacqueline		Bennett	jacqueline1@adventure-works.com	413-555-0174	8948 Chinquapin Court		Burlingame	CA	US	M	F	70000	4	1	Bachelors	Management	1	1	10+ Miles	North America	72
AW00011200	2007-08-11	Jason	L	Griffin	jason18@adventure-works.com	232-555-0160	7239 Nicholas Drive		Victoria	BC	CA	M	M	70000	4	1	Bachelors	Management	1	1	1-2 Miles	North America	70
AW00011201	2008-01-02	Amanda		Foster	amanda37@adventure-works.com	505-555-0159	3984 San Francisco		Santa Monica	CA	US	M	F	70000	4	1	Bachelors	Management	1	1	10+ Miles	North America	71
AW00011202	2008-03-18	Alexia	L	Price	alexia0@adventure-works.com	552-555-0118	2079 Wellington Ct		Lakewood	CA	US	M	F	80000	5	0	Bachelors	Management	0	2	1-2 Miles	North America	71
AW00011203	2007-08-24	Luis	D	Diaz	luis21@adventure-works.com	171-555-0126	3682 Diablo View Road		Port Hammond	BC	CA	M	M	40000	2	1	High School	Professional	1	2	10+ Miles	North America	70
AW00011204	2008-02-10	Destiny	C	Rivera	destiny33@adventure-works.com	743-555-0111	6965 Appalachian Drive		Beaverton	OR	US	M	F	40000	2	1	High School	Professional	1	2	2-5 Miles	North America	70
AW00011205	2008-01-28	Abby		Fernandez	abby13@adventure-works.com	134-555-0119	8330 Glenside Court		Burien	WA	US	M	F	40000	2	1	High School	Professional	1	2	10+ Miles	North America	70
AW00011206	2007-11-12	Blake		Flores	blake60@adventure-works.com	975-555-0163	9410 Ferry St.		Lynnwood	WA	US	M	M	60000	2	1	Partial College	Professional	1	1	10+ Miles	North America	70
AW00011207	2007-08-04	Danielle		Cox	danielle12@adventure-works.com	396-555-0158	2346 Wren Ave		Renton	WA	US	S	F	60000	2	1	Partial College	Professional	1	1	10+ Miles	North America	70
AW00011208	2007-09-05	Maria		Reed	maria4@adventure-works.com	156-555-0163	1413 Bridgeview St		Glendale	CA	US	M	F	60000	2	1	Bachelors	Management	1	0	10+ Miles	North America	70
AW00011209	2007-09-26	Allison		Evans	allison21@adventure-works.com	988-555-0151	3515 Sutton Circle		Lincoln Acres	CA	US	M	F	60000	2	1	Bachelors	Management	1	0	10+ Miles	North America	70
AW00011210	2007-11-07	Edward	J	Wood	edward50@adventure-works.com	229-555-0114	1039 Adelaide St.		West Covina	CA	US	M	M	70000	4	1	Partial College	Professional	1	2	10+ Miles	North America	70
AW00011211	2007-08-05	Samantha		Russell	samantha42@adventure-works.com	547-555-0121	9256 Village Oaks Dr.		Haney	BC	CA	M	F	40000	2	1	High School	Professional	1	2	2-5 Miles	North America	69
AW00011212	2007-08-03	Chloe		Campbell	chloe4@adventure-works.com	205-555-0169	3562 East Ave.	# 4	Metchosin	BC	CA	M	F	40000	2	1	High School	Professional	1	2	2-5 Miles	North America	69
AW00011213	2007-09-29	Stephanie	B	Murphy	stephanie11@adventure-works.com	293-555-0151	5514 Grant Street		Edmonds	WA	US	S	F	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	69
AW00011214	2008-02-15	Charles	O	Miller	charles9@adventure-works.com	389-555-0115	2719 Little Dr		Milwaukie	OR	US	S	M	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	69
AW00011215	2007-08-19	Ana		Perry	ana7@adventure-works.com	446-555-0134	3114 Arlington Way		Royal Oak	BC	CA	M	F	40000	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	68
AW00011216	2006-02-15	Jasmine	A	Torres	jasmine32@adventure-works.com	939-555-0130	8328 San Francisco		Portland	OR	US	S	F	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	68
AW00011217	2006-02-10	Natalie	P	Adams	natalie58@adventure-works.com	300-555-0150	6592 Bent Tree Lane		Portland	OR	US	S	F	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	68
AW00011218	2007-09-01	Olivia		Brown	olivia4@adventure-works.com	414-555-0147	3964 Stony Hill Circle		Tacoma	WA	US	S	F	60000	2	1	Partial College	Professional	0	2	2-5 Miles	North America	68
AW00011219	2008-05-01	Charles		Cook	charles69@adventure-works.com	755-555-0111	6871 Bel Air Dr.		Woodburn	OR	US	M	M	60000	2	1	High School	Professional	1	2	10+ Miles	North America	67
AW00011220	2007-09-15	Erica	C	Huang	erica5@adventure-works.com	618-555-0157	9142 All Ways Drive		Colma	CA	US	M	F	60000	2	1	Partial College	Professional	1	1	10+ Miles	North America	68
AW00011221	2007-10-09	Nathan		Perry	nathan3@adventure-works.com	271-555-0191	9714 Nicholas Drive		Lakewood	CA	US	M	M	70000	4	2	Partial College	Professional	1	1	1-2 Miles	North America	68
AW00011222	2008-05-04	Alexandra		Rivera	alexandra11@adventure-works.com	488-555-0143	4999 Corte Segunda		Santa Monica	CA	US	M	F	80000	3	1	Bachelors	Management	1	1	1-2 Miles	North America	68
AW00011223	2007-08-02	Hailey	I	Patterson	hailey30@adventure-works.com	480-555-0126	5045 Vancouver Way	# 133	Langley	BC	CA	S	F	70000	2	1	High School	Professional	1	2	2-5 Miles	North America	67
AW00011224	2006-02-07	Tiffany	J	Li	tiffany3@adventure-works.com	197-555-0118	6404 Del Mar Ave		Burien	WA	US	S	F	70000	2	1	High School	Professional	1	2	10+ Miles	North America	67
AW00011225	2007-12-24	Madison	D	Lee	madison22@adventure-works.com	471-555-0142	5927 Seaview Avenue		Renton	WA	US	M	F	60000	2	1	Partial College	Professional	1	1	10+ Miles	North America	67
AW00011226	2007-08-25	Sydney	T	Ross	sydney26@adventure-works.com	219-555-0146	5252 Santa Fe		W. Linn	OR	US	M	F	60000	2	1	Partial College	Professional	1	1	2-5 Miles	North America	67
AW00011227	2006-02-03	Marshall	D	Chavez	marshall35@adventure-works.com	712-555-0116	9022 Estudillo Street		Colma	CA	US	S	M	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	67
AW00011228	2008-04-27	Ashley	R	Jones	ashley3@adventure-works.com	996-555-0169	7681 Willow Pass Road		El Cajon	CA	US	M	F	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	67
AW00011229	2008-01-28	Adrian	C	Stewart	adrian21@adventure-works.com	812-555-0122	6898 Shaw Rd.		Redwood City	CA	US	S	M	70000	4	2	Partial College	Professional	1	1	10+ Miles	North America	66
AW00011230	2008-01-17	Amber		Turner	amber4@adventure-works.com	155-555-0131	6345 Ridge Circle		Santa Monica	CA	US	M	F	70000	4	2	Partial College	Professional	0	2	2-5 Miles	North America	67
AW00011231	2007-08-14	Dennis		Zhang	dennis1@adventure-works.com	710-555-0134	3951 Calle Verde Drive		Bremerton	WA	US	M	M	60000	2	1	High School	Professional	1	2	10+ Miles	North America	65
AW00011232	2008-03-23	Hailey	R	Bryant	hailey38@adventure-works.com	156-555-0195	2828 Rogers Ave.		Everett	WA	US	M	F	60000	3	1	High School	Professional	0	2	2-5 Miles	North America	66
AW00011233	2007-08-12	Todd		Li	todd5@adventure-works.com	680-555-0147	5897 Scottsdale Rd.		Berkeley	CA	US	M	M	70000	4	2	Partial College	Professional	1	2	10+ Miles	North America	66
AW00011234	2007-08-12	Anna		Griffin	anna46@adventure-works.com	965-555-0146	7221 Peachwillow Street		Long Beach	CA	US	S	F	70000	4	2	Partial College	Professional	1	2	10+ Miles	North America	65
AW00011235	2008-01-05	Angel	J	Stewart	angel24@adventure-works.com	540-555-0122	2585 La Salle Ct.		Ballard	WA	US	M	M	70000	4	2	Partial College	Professional	1	2	10+ Miles	North America	66
AW00011236	2008-04-05	Jeremy		Butler	jeremy29@adventure-works.com	980-555-0117	8811 The Trees Dr.		Bellingham	WA	US	S	M	70000	5	2	Partial College	Professional	1	2	10+ Miles	North America	66
AW00011237	2006-03-08	Clarence	M	Anand	clarence36@adventure-works.com	1 (11) 500 555-0191	Welt Platz 6		Solingen	NW	DE	S	M	130000	2	3	Bachelors	Management	0	4	0-1 Miles	Europe	60
AW00011238	2005-07-09	Mayra		Prasad	mayra9@adventure-works.com	1 (11) 500 555-0116	1119 Elderwood Dr.	#3	Birmingham	ENG	GB	S	F	130000	2	3	Bachelors	Management	0	4	0-1 Miles	Europe	60
AW00011239	2005-07-22	Latoya	C	Goel	latoya18@adventure-works.com	1 (11) 500 555-0149	8154 Pheasant Circle		London	ENG	GB	M	F	130000	2	4	Partial College	Professional	0	2	5-10 Miles	Europe	60
